ID_Orden,ID_Equipo,Fecha_ot,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Periodo,frecuencia_correctivo,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
8862,260,2022-02-21,Preventivo,889,2,Ubicacion_A,2022-02-21,0,Generador,Fabricante_B,Modelo_9,285,598
8863,368,2022-02-21,Preventivo,527,1,Ubicacion_B,2022-02-21,0,Generador,Fabricante_A,Modelo_5,60,587
8864,407,2022-02-21,Preventivo,107,2,Ubicacion_C,2022-02-21,1,Bomba,Fabricante_B,Modelo_8,205,723
8865,245,2022-02-21,Preventivo,382,2,Ubicacion_C,2022-02-21,0,Bomba,Fabricante_D,Modelo_9,286,615
8866,335,2022-02-21,Preventivo,244,1,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_C,Modelo_4,289,948
8867,64,2022-02-21,Preventivo,503,2,Ubicacion_A,2022-02-21,0,Generador,Fabricante_D,Modelo_10,289,796
8868,116,2022-02-21,Correctivo,4441,14,Ubicacion_C,2022-02-21,1,Motor,Fabricante_A,Modelo_10,150,667
8869,173,2022-02-21,Correctivo,4793,9,Ubicacion_A,2022-02-21,1,Compresor,Fabricante_C,Modelo_8,78,604
8870,129,2022-02-21,Preventivo,334,2,Ubicacion_A,2022-02-21,0,Motor,Fabricante_A,Modelo_8,113,790
8871,57,2022-02-21,Correctivo,2411,17,Ubicacion_B,2022-02-21,1,Compresor,Fabricante_C,Modelo_2,196,606
8872,398,2022-02-21,Preventivo,261,2,Ubicacion_C,2022-02-21,0,Generador,Fabricante_A,Modelo_2,367,549
8873,465,2022-02-22,Preventivo,912,1,Ubicacion_A,2022-02-21,0,Bomba,Fabricante_D,Modelo_4,227,698
8874,183,2022-02-22,Preventivo,396,2,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_D,Modelo_6,55,951
8875,459,2022-02-22,Preventivo,971,1,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_B,Modelo_9,221,626
8876,325,2022-02-22,Preventivo,285,2,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_C,Modelo_5,365,930
8877,61,2022-02-22,Preventivo,844,2,Ubicacion_A,2022-02-21,0,Bomba,Fabricante_D,Modelo_7,77,585
8878,354,2022-02-22,Preventivo,984,2,Ubicacion_D,2022-02-21,0,Motor,Fabricante_B,Modelo_2,108,882
8879,172,2022-02-22,Preventivo,656,2,Ubicacion_C,2022-02-21,0,Compresor,Fabricante_B,Modelo_2,232,839
8880,306,2022-02-22,Preventivo,161,2,Ubicacion_B,2022-02-21,0,Generador,Fabricante_A,Modelo_1,198,935
8881,372,2022-02-22,Preventivo,263,2,Ubicacion_D,2022-02-21,0,Compresor,Fabricante_A,Modelo_6,72,683
8882,103,2022-02-22,Correctivo,4345,3,Ubicacion_D,2022-02-21,1,Compresor,Fabricante_B,Modelo_1,438,827
8883,373,2022-02-22,Preventivo,709,2,Ubicacion_A,2022-02-21,0,Bomba,Fabricante_C,Modelo_8,127,501
8884,140,2022-02-22,Preventivo,577,2,Ubicacion_B,2022-02-21,0,Compresor,Fabricante_D,Modelo_10,448,798
8885,95,2022-02-22,Preventivo,442,1,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_C,Modelo_4,72,597
8886,332,2022-02-22,Preventivo,105,2,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_B,Modelo_10,258,692
8887,470,2022-02-22,Preventivo,353,1,Ubicacion_A,2022-02-21,0,Generador,Fabricante_A,Modelo_3,173,533
8888,167,2022-02-22,Correctivo,2578,11,Ubicacion_A,2022-02-21,1,Bomba,Fabricante_B,Modelo_7,240,933
8889,392,2022-02-22,Preventivo,979,2,Ubicacion_D,2022-02-21,0,Generador,Fabricante_D,Modelo_6,196,953
8890,274,2022-02-22,Preventivo,541,1,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_C,Modelo_10,479,675
8891,404,2022-02-22,Preventivo,286,2,Ubicacion_B,2022-02-21,0,Motor,Fabricante_D,Modelo_6,319,522
8892,157,2022-02-22,Preventivo,816,1,Ubicacion_C,2022-02-21,1,Generador,Fabricante_C,Modelo_6,369,889
8893,210,2022-02-22,Preventivo,175,1,Ubicacion_D,2022-02-21,0,Generador,Fabricante_D,Modelo_4,251,774
8894,31,2022-02-22,Preventivo,246,2,Ubicacion_A,2022-02-21,0,Compresor,Fabricante_C,Modelo_8,94,520
8895,4,2022-02-22,Correctivo,4983,24,Ubicacion_D,2022-02-21,1,Bomba,Fabricante_D,Modelo_4,121,668
8896,79,2022-02-22,Preventivo,440,1,Ubicacion_C,2022-02-21,0,Motor,Fabricante_C,Modelo_1,423,613
8897,359,2022-02-22,Preventivo,713,2,Ubicacion_D,2022-02-21,0,Compresor,Fabricante_B,Modelo_7,379,673
8898,353,2022-02-23,Preventivo,105,2,Ubicacion_B,2022-02-21,0,Generador,Fabricante_C,Modelo_5,124,579
8899,244,2022-02-23,Preventivo,913,2,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_A,Modelo_8,64,962
8900,362,2022-02-23,Preventivo,906,1,Ubicacion_C,2022-02-21,0,Generador,Fabricante_C,Modelo_8,74,711
8901,101,2022-02-23,Preventivo,281,1,Ubicacion_A,2022-02-21,0,Generador,Fabricante_B,Modelo_1,337,861
8902,156,2022-02-23,Correctivo,1359,8,Ubicacion_B,2022-02-21,1,Bomba,Fabricante_D,Modelo_2,308,998
8903,413,2022-02-23,Preventivo,559,1,Ubicacion_A,2022-02-21,0,Compresor,Fabricante_D,Modelo_6,363,517
8904,27,2022-02-23,Preventivo,579,2,Ubicacion_D,2022-02-21,0,Generador,Fabricante_C,Modelo_7,463,611
8905,57,2022-02-23,Preventivo,998,2,Ubicacion_B,2022-02-21,1,Compresor,Fabricante_C,Modelo_2,196,606
8906,32,2022-02-23,Preventivo,336,1,Ubicacion_A,2022-02-21,0,Compresor,Fabricante_D,Modelo_8,116,509
8907,275,2022-02-23,Correctivo,2272,22,Ubicacion_D,2022-02-21,1,Generador,Fabricante_A,Modelo_6,102,752
8908,48,2022-02-23,Preventivo,830,1,Ubicacion_A,2022-02-21,0,Motor,Fabricante_B,Modelo_7,214,514
8909,96,2022-02-23,Preventivo,908,1,Ubicacion_C,2022-02-21,0,Motor,Fabricante_B,Modelo_6,76,649
8910,476,2022-02-23,Correctivo,3926,4,Ubicacion_B,2022-02-21,1,Motor,Fabricante_D,Modelo_9,439,565
8911,407,2022-02-23,Correctivo,804,6,Ubicacion_C,2022-02-21,1,Bomba,Fabricante_B,Modelo_8,205,723
8912,451,2022-02-23,Correctivo,2022,21,Ubicacion_B,2022-02-21,1,Generador,Fabricante_D,Modelo_10,401,540
8913,66,2022-02-23,Preventivo,951,2,Ubicacion_B,2022-02-21,0,Compresor,Fabricante_B,Modelo_6,461,789
8914,133,2022-02-23,Preventivo,222,2,Ubicacion_C,2022-02-21,0,Generador,Fabricante_C,Modelo_9,256,684
8915,37,2022-02-24,Preventivo,980,1,Ubicacion_A,2022-02-21,0,Generador,Fabricante_C,Modelo_1,350,917
8916,429,2022-02-24,Correctivo,2312,3,Ubicacion_C,2022-02-21,1,Motor,Fabricante_C,Modelo_2,481,572
8917,82,2022-02-24,Preventivo,928,2,Ubicacion_D,2022-02-21,0,Motor,Fabricante_C,Modelo_2,375,576
8918,196,2022-02-24,Correctivo,2310,9,Ubicacion_B,2022-02-21,1,Generador,Fabricante_B,Modelo_8,137,925
8919,443,2022-02-24,Preventivo,520,2,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_D,Modelo_2,418,503
8920,445,2022-02-24,Preventivo,506,1,Ubicacion_D,2022-02-21,0,Compresor,Fabricante_A,Modelo_5,92,586
8921,16,2022-02-24,Preventivo,189,1,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_D,Modelo_5,148,549
8922,449,2022-02-24,Preventivo,535,1,Ubicacion_B,2022-02-21,0,Generador,Fabricante_A,Modelo_10,337,794
8923,284,2022-02-24,Preventivo,811,2,Ubicacion_D,2022-02-21,0,Generador,Fabricante_C,Modelo_7,293,973
8924,389,2022-02-24,Preventivo,628,1,Ubicacion_D,2022-02-21,1,Compresor,Fabricante_B,Modelo_8,323,537
8925,315,2022-02-24,Preventivo,191,2,Ubicacion_C,2022-02-21,0,Bomba,Fabricante_D,Modelo_2,379,579
8926,390,2022-02-24,Preventivo,856,1,Ubicacion_D,2022-02-21,0,Generador,Fabricante_D,Modelo_8,489,692
8927,77,2022-02-24,Preventivo,602,2,Ubicacion_C,2022-02-21,0,Motor,Fabricante_B,Modelo_10,112,784
8928,3,2022-02-24,Preventivo,725,1,Ubicacion_D,2022-02-21,0,Motor,Fabricante_C,Modelo_7,398,885
8929,349,2022-02-24,Correctivo,4464,16,Ubicacion_C,2022-02-21,1,Motor,Fabricante_A,Modelo_10,92,612
8930,426,2022-02-24,Correctivo,3239,11,Ubicacion_A,2022-02-21,1,Generador,Fabricante_C,Modelo_6,236,615
8931,263,2022-02-24,Preventivo,998,1,Ubicacion_A,2022-02-21,0,Bomba,Fabricante_A,Modelo_8,116,898
8932,340,2022-02-24,Preventivo,992,2,Ubicacion_A,2022-02-21,0,Generador,Fabricante_A,Modelo_7,263,563
8933,472,2022-02-24,Preventivo,741,2,Ubicacion_B,2022-02-21,0,Compresor,Fabricante_C,Modelo_9,236,927
8934,317,2022-02-24,Preventivo,992,1,Ubicacion_D,2022-02-21,0,Generador,Fabricante_C,Modelo_2,134,732
8935,165,2022-02-24,Preventivo,293,2,Ubicacion_C,2022-02-21,0,Generador,Fabricante_B,Modelo_3,430,768
8936,485,2022-02-24,Preventivo,545,1,Ubicacion_A,2022-02-21,0,Compresor,Fabricante_C,Modelo_7,492,507
8937,303,2022-02-24,Preventivo,531,1,Ubicacion_C,2022-02-21,0,Motor,Fabricante_B,Modelo_1,156,505
8938,347,2022-02-24,Preventivo,844,1,Ubicacion_A,2022-02-21,0,Compresor,Fabricante_A,Modelo_1,470,620
8939,341,2022-02-24,Preventivo,550,1,Ubicacion_B,2022-02-21,0,Generador,Fabricante_C,Modelo_7,326,845
8940,314,2022-02-24,Preventivo,413,1,Ubicacion_D,2022-02-21,0,Motor,Fabricante_D,Modelo_2,373,962
8941,261,2022-02-24,Preventivo,622,2,Ubicacion_D,2022-02-21,0,Bomba,Fabricante_A,Modelo_4,329,913
8942,290,2022-02-24,Correctivo,3720,12,Ubicacion_A,2022-02-21,1,Compresor,Fabricante_D,Modelo_1,459,878
8943,477,2022-02-24,Preventivo,781,2,Ubicacion_D,2022-02-21,0,Compresor,Fabricante_B,Modelo_3,296,696
8944,386,2022-02-24,Preventivo,278,1,Ubicacion_D,2022-02-21,0,Bomba,Fabricante_D,Modelo_4,374,736
8945,216,2022-02-24,Preventivo,692,2,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_D,Modelo_1,107,636
8946,322,2022-02-25,Preventivo,378,2,Ubicacion_D,2022-02-21,0,Generador,Fabricante_B,Modelo_9,206,927
8947,361,2022-02-25,Preventivo,680,2,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_A,Modelo_9,193,681
8948,249,2022-02-25,Preventivo,999,1,Ubicacion_A,2022-02-21,0,Compresor,Fabricante_A,Modelo_3,377,832
8949,74,2022-02-25,Preventivo,788,1,Ubicacion_A,2022-02-21,0,Compresor,Fabricante_D,Modelo_10,113,502
8950,287,2022-02-25,Preventivo,645,1,Ubicacion_B,2022-02-21,0,Generador,Fabricante_D,Modelo_4,312,819
8951,229,2022-02-25,Correctivo,4705,23,Ubicacion_B,2022-02-21,1,Motor,Fabricante_C,Modelo_1,487,615
8952,374,2022-02-25,Preventivo,460,1,Ubicacion_A,2022-02-21,0,Motor,Fabricante_A,Modelo_9,100,548
8953,422,2022-02-25,Preventivo,849,1,Ubicacion_C,2022-02-21,0,Compresor,Fabricante_D,Modelo_7,219,915
8954,157,2022-02-25,Correctivo,4065,12,Ubicacion_C,2022-02-21,1,Generador,Fabricante_C,Modelo_6,369,889
8955,144,2022-02-25,Preventivo,852,2,Ubicacion_B,2022-02-21,1,Compresor,Fabricante_B,Modelo_10,306,977
8956,40,2022-02-25,Preventivo,704,2,Ubicacion_A,2022-02-21,0,Bomba,Fabricante_A,Modelo_2,495,726
8957,435,2022-02-25,Preventivo,587,1,Ubicacion_B,2022-02-21,0,Generador,Fabricante_A,Modelo_8,430,587
8958,473,2022-02-25,Correctivo,4153,20,Ubicacion_B,2022-02-21,1,Bomba,Fabricante_C,Modelo_2,466,939
8959,364,2022-02-25,Preventivo,121,2,Ubicacion_D,2022-02-21,0,Bomba,Fabricante_D,Modelo_3,279,504
8960,85,2022-02-25,Preventivo,299,1,Ubicacion_D,2022-02-21,0,Compresor,Fabricante_C,Modelo_3,330,618
8961,119,2022-02-25,Preventivo,934,2,Ubicacion_D,2022-02-21,0,Bomba,Fabricante_A,Modelo_5,263,739
8962,486,2022-02-25,Correctivo,2478,18,Ubicacion_C,2022-02-21,1,Generador,Fabricante_B,Modelo_8,448,864
8963,75,2022-02-25,Preventivo,477,1,Ubicacion_D,2022-02-21,0,Compresor,Fabricante_C,Modelo_3,255,861
8964,204,2022-02-25,Preventivo,251,2,Ubicacion_C,2022-02-21,0,Motor,Fabricante_D,Modelo_1,254,658
8965,69,2022-02-25,Correctivo,1798,11,Ubicacion_C,2022-02-21,1,Compresor,Fabricante_A,Modelo_3,119,629
8966,235,2022-02-25,Preventivo,603,1,Ubicacion_C,2022-02-21,0,Compresor,Fabricante_A,Modelo_2,495,917
8967,170,2022-02-25,Preventivo,766,2,Ubicacion_D,2022-02-21,0,Bomba,Fabricante_C,Modelo_6,295,587
8968,200,2022-02-25,Preventivo,636,1,Ubicacion_B,2022-02-21,0,Generador,Fabricante_A,Modelo_2,401,959
8969,83,2022-02-25,Preventivo,313,1,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_D,Modelo_1,285,714
8970,9,2022-02-25,Correctivo,3508,12,Ubicacion_C,2022-02-21,2,Generador,Fabricante_D,Modelo_8,351,569
8971,175,2022-02-25,Preventivo,465,1,Ubicacion_A,2022-02-21,0,Bomba,Fabricante_A,Modelo_6,245,811
8972,268,2022-02-25,Preventivo,764,1,Ubicacion_B,2022-02-21,0,Compresor,Fabricante_A,Modelo_10,207,629
8973,149,2022-02-25,Preventivo,504,2,Ubicacion_B,2022-02-21,0,Compresor,Fabricante_C,Modelo_9,239,541
8974,117,2022-02-25,Preventivo,832,2,Ubicacion_C,2022-02-21,0,Bomba,Fabricante_A,Modelo_6,364,725
8975,388,2022-02-25,Preventivo,270,2,Ubicacion_B,2022-02-21,0,Motor,Fabricante_C,Modelo_6,474,543
8976,432,2022-02-25,Preventivo,992,2,Ubicacion_A,2022-02-21,0,Bomba,Fabricante_A,Modelo_6,315,630
8977,155,2022-02-25,Preventivo,931,2,Ubicacion_A,2022-02-21,0,Bomba,Fabricante_A,Modelo_2,420,550
8978,297,2022-02-26,Preventivo,787,2,Ubicacion_D,2022-02-21,0,Generador,Fabricante_A,Modelo_2,307,692
8979,278,2022-02-26,Preventivo,916,2,Ubicacion_D,2022-02-21,0,Compresor,Fabricante_A,Modelo_7,218,514
8980,304,2022-02-26,Preventivo,463,2,Ubicacion_B,2022-02-21,0,Generador,Fabricante_C,Modelo_5,84,707
8981,248,2022-02-26,Preventivo,502,1,Ubicacion_B,2022-02-21,0,Motor,Fabricante_D,Modelo_7,208,522
8982,438,2022-02-26,Preventivo,224,2,Ubicacion_D,2022-02-21,0,Generador,Fabricante_D,Modelo_1,187,666
8983,345,2022-02-26,Preventivo,133,2,Ubicacion_A,2022-02-21,0,Compresor,Fabricante_D,Modelo_4,110,610
8984,185,2022-02-26,Preventivo,996,1,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_B,Modelo_4,71,811
8985,375,2022-02-26,Correctivo,4870,5,Ubicacion_B,2022-02-21,1,Bomba,Fabricante_D,Modelo_7,125,855
8986,342,2022-02-26,Preventivo,238,1,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_D,Modelo_9,278,655
8987,59,2022-02-26,Correctivo,3540,14,Ubicacion_A,2022-02-21,1,Generador,Fabricante_C,Modelo_7,117,721
8988,230,2022-02-26,Correctivo,1437,3,Ubicacion_D,2022-02-21,1,Bomba,Fabricante_A,Modelo_9,248,614
8989,164,2022-02-26,Preventivo,446,2,Ubicacion_D,2022-02-21,0,Generador,Fabricante_D,Modelo_5,461,994
8990,86,2022-02-26,Preventivo,483,2,Ubicacion_A,2022-02-21,0,Compresor,Fabricante_D,Modelo_7,180,725
8991,336,2022-02-26,Preventivo,995,2,Ubicacion_B,2022-02-21,0,Generador,Fabricante_D,Modelo_9,371,944
8992,148,2022-02-26,Preventivo,545,2,Ubicacion_C,2022-02-21,0,Compresor,Fabricante_C,Modelo_1,319,912
8993,412,2022-02-26,Preventivo,695,1,Ubicacion_B,2022-02-21,0,Motor,Fabricante_C,Modelo_4,332,748
8994,450,2022-02-26,Preventivo,576,1,Ubicacion_C,2022-02-21,0,Bomba,Fabricante_D,Modelo_8,159,752
8995,219,2022-02-26,Preventivo,669,1,Ubicacion_A,2022-02-21,0,Bomba,Fabricante_D,Modelo_6,386,994
8996,298,2022-02-26,Preventivo,582,2,Ubicacion_D,2022-02-21,0,Compresor,Fabricante_A,Modelo_4,180,747
8997,327,2022-02-26,Correctivo,4206,18,Ubicacion_C,2022-02-21,1,Generador,Fabricante_A,Modelo_7,208,771
8998,158,2022-02-26,Preventivo,244,1,Ubicacion_A,2022-02-21,0,Generador,Fabricante_A,Modelo_4,172,744
8999,9,2022-02-26,Correctivo,2489,9,Ubicacion_C,2022-02-21,2,Generador,Fabricante_D,Modelo_8,351,569
9000,419,2022-02-26,Preventivo,843,1,Ubicacion_D,2022-02-21,0,Bomba,Fabricante_C,Modelo_10,224,663
9001,91,2022-02-26,Preventivo,270,2,Ubicacion_C,2022-02-21,0,Compresor,Fabricante_B,Modelo_2,481,635
9002,267,2022-02-26,Preventivo,712,1,Ubicacion_C,2022-02-21,0,Compresor,Fabricante_B,Modelo_6,168,702
9003,7,2022-02-27,Preventivo,683,1,Ubicacion_B,2022-02-21,0,Compresor,Fabricante_A,Modelo_6,440,999
9004,224,2022-02-27,Preventivo,595,1,Ubicacion_D,2022-02-21,0,Generador,Fabricante_C,Modelo_1,381,613
9005,440,2022-02-27,Preventivo,725,2,Ubicacion_A,2022-02-21,0,Motor,Fabricante_C,Modelo_2,279,941
9006,447,2022-02-27,Preventivo,549,2,Ubicacion_A,2022-02-21,0,Bomba,Fabricante_B,Modelo_5,223,926
9007,431,2022-02-27,Preventivo,453,2,Ubicacion_D,2022-02-21,0,Bomba,Fabricante_C,Modelo_10,169,717
9008,411,2022-02-27,Preventivo,356,1,Ubicacion_C,2022-02-21,0,Generador,Fabricante_B,Modelo_8,199,858
9009,367,2022-02-27,Correctivo,924,12,Ubicacion_C,2022-02-21,1,Compresor,Fabricante_B,Modelo_5,443,924
9010,144,2022-02-27,Correctivo,2701,3,Ubicacion_B,2022-02-21,1,Compresor,Fabricante_B,Modelo_10,306,977
9011,471,2022-02-27,Preventivo,798,2,Ubicacion_A,2022-02-21,0,Motor,Fabricante_C,Modelo_4,105,929
9012,81,2022-02-27,Preventivo,241,1,Ubicacion_B,2022-02-21,0,Motor,Fabricante_B,Modelo_2,285,617
9013,202,2022-02-27,Preventivo,141,2,Ubicacion_A,2022-02-21,0,Bomba,Fabricante_D,Modelo_3,370,631
9014,285,2022-02-27,Preventivo,889,1,Ubicacion_C,2022-02-21,0,Motor,Fabricante_A,Modelo_3,178,885
9015,313,2022-02-27,Correctivo,1833,7,Ubicacion_C,2022-02-21,1,Motor,Fabricante_D,Modelo_8,216,616
9016,266,2022-02-27,Preventivo,917,1,Ubicacion_A,2022-02-21,0,Motor,Fabricante_D,Modelo_3,329,775
9017,377,2022-02-27,Correctivo,3429,1,Ubicacion_C,2022-02-21,1,Motor,Fabricante_B,Modelo_3,415,794
9018,357,2022-02-27,Preventivo,822,2,Ubicacion_A,2022-02-21,0,Generador,Fabricante_B,Modelo_7,232,922
9019,186,2022-02-27,Preventivo,147,2,Ubicacion_C,2022-02-21,0,Motor,Fabricante_D,Modelo_8,279,634
9020,161,2022-02-27,Preventivo,716,2,Ubicacion_B,2022-02-21,0,Bomba,Fabricante_B,Modelo_7,169,784
9021,316,2022-02-27,Preventivo,328,1,Ubicacion_D,2022-02-21,0,Motor,Fabricante_C,Modelo_4,140,879
9022,389,2022-02-27,Correctivo,1199,21,Ubicacion_D,2022-02-21,1,Compresor,Fabricante_B,Modelo_8,323,537
9023,108,2022-02-27,Preventivo,810,2,Ubicacion_D,2022-02-21,0,Compresor,Fabricante_A,Modelo_9,181,560
9024,143,2022-02-27,Preventivo,701,1,Ubicacion_A,2022-02-21,0,Compresor,Fabricante_C,Modelo_2,494,891
9025,334,2022-02-28,Preventivo,712,2,Ubicacion_C,2022-02-28,0,Bomba,Fabricante_B,Modelo_10,381,609
9026,131,2022-02-28,Correctivo,3891,9,Ubicacion_D,2022-02-28,1,Compresor,Fabricante_C,Modelo_2,484,916
9027,126,2022-02-28,Correctivo,3613,17,Ubicacion_C,2022-02-28,1,Generador,Fabricante_A,Modelo_10,155,612
9028,454,2022-02-28,Preventivo,261,1,Ubicacion_D,2022-02-28,0,Generador,Fabricante_B,Modelo_5,158,500
9029,176,2022-02-28,Correctivo,1170,16,Ubicacion_A,2022-02-28,1,Bomba,Fabricante_D,Modelo_6,138,796
9030,120,2022-02-28,Preventivo,377,2,Ubicacion_A,2022-02-28,0,Compresor,Fabricante_B,Modelo_10,246,512
9031,300,2022-02-28,Preventivo,889,1,Ubicacion_C,2022-02-28,0,Compresor,Fabricante_D,Modelo_4,189,630
9032,10,2022-02-28,Correctivo,705,12,Ubicacion_D,2022-02-28,1,Compresor,Fabricante_C,Modelo_9,219,552
9033,398,2022-02-28,Correctivo,3538,18,Ubicacion_C,2022-02-28,1,Generador,Fabricante_A,Modelo_2,367,549
9034,110,2022-02-28,Preventivo,395,2,Ubicacion_C,2022-02-28,0,Motor,Fabricante_D,Modelo_7,301,595
9035,442,2022-02-28,Preventivo,351,2,Ubicacion_D,2022-02-28,0,Motor,Fabricante_C,Modelo_4,257,974
9036,339,2022-02-28,Preventivo,563,1,Ubicacion_B,2022-02-28,0,Motor,Fabricante_B,Modelo_1,240,688
9037,237,2022-02-28,Correctivo,2585,5,Ubicacion_D,2022-02-28,1,Motor,Fabricante_C,Modelo_2,73,858
9038,363,2022-02-28,Preventivo,860,2,Ubicacion_D,2022-02-28,0,Compresor,Fabricante_B,Modelo_10,286,728
9039,256,2022-02-28,Correctivo,1568,2,Ubicacion_D,2022-02-28,1,Bomba,Fabricante_D,Modelo_8,310,719
9040,107,2022-02-28,Preventivo,526,1,Ubicacion_D,2022-02-28,0,Compresor,Fabricante_A,Modelo_7,195,748
9041,141,2022-02-28,Preventivo,686,1,Ubicacion_B,2022-02-28,0,Bomba,Fabricante_C,Modelo_1,271,592
9042,489,2022-02-28,Preventivo,706,2,Ubicacion_A,2022-02-28,0,Compresor,Fabricante_D,Modelo_4,294,931
9043,59,2022-02-28,Preventivo,875,1,Ubicacion_A,2022-02-28,0,Generador,Fabricante_C,Modelo_7,117,721
9044,233,2022-02-28,Preventivo,570,1,Ubicacion_C,2022-02-28,0,Compresor,Fabricante_A,Modelo_7,272,502
9045,48,2022-02-28,Correctivo,4087,21,Ubicacion_A,2022-02-28,1,Motor,Fabricante_B,Modelo_7,214,514
9046,265,2022-02-28,Preventivo,587,2,Ubicacion_D,2022-02-28,0,Generador,Fabricante_B,Modelo_3,478,635
9047,395,2022-02-28,Preventivo,803,1,Ubicacion_A,2022-02-28,0,Compresor,Fabricante_D,Modelo_10,68,712
9048,170,2022-02-28,Correctivo,2831,2,Ubicacion_D,2022-02-28,1,Bomba,Fabricante_C,Modelo_6,295,587
9049,468,2022-02-28,Preventivo,646,1,Ubicacion_A,2022-02-28,0,Motor,Fabricante_A,Modelo_4,371,586
9050,391,2022-03-01,Preventivo,166,2,Ubicacion_D,2022-02-28,0,Generador,Fabricante_B,Modelo_7,199,506
9051,123,2022-03-01,Preventivo,829,2,Ubicacion_A,2022-02-28,0,Bomba,Fabricante_A,Modelo_9,449,623
9052,460,2022-03-01,Preventivo,847,1,Ubicacion_D,2022-02-28,0,Bomba,Fabricante_D,Modelo_2,485,525
9053,357,2022-03-01,Correctivo,1174,3,Ubicacion_A,2022-02-28,1,Generador,Fabricante_B,Modelo_7,232,922
9054,275,2022-03-01,Preventivo,189,2,Ubicacion_D,2022-02-28,0,Generador,Fabricante_A,Modelo_6,102,752
9055,188,2022-03-01,Preventivo,991,2,Ubicacion_C,2022-02-28,0,Compresor,Fabricante_B,Modelo_1,89,982
9056,487,2022-03-01,Preventivo,174,2,Ubicacion_B,2022-02-28,0,Compresor,Fabricante_A,Modelo_7,190,700
9057,242,2022-03-01,Preventivo,551,1,Ubicacion_C,2022-02-28,0,Compresor,Fabricante_B,Modelo_2,58,905
9058,9,2022-03-01,Preventivo,153,1,Ubicacion_C,2022-02-28,0,Generador,Fabricante_D,Modelo_8,351,569
9059,173,2022-03-01,Preventivo,475,2,Ubicacion_A,2022-02-28,0,Compresor,Fabricante_C,Modelo_8,78,604
9060,481,2022-03-01,Preventivo,312,1,Ubicacion_C,2022-02-28,0,Motor,Fabricante_B,Modelo_7,58,931
9061,139,2022-03-01,Preventivo,948,1,Ubicacion_D,2022-02-28,0,Compresor,Fabricante_B,Modelo_4,383,591
9062,258,2022-03-01,Preventivo,739,2,Ubicacion_A,2022-02-28,0,Compresor,Fabricante_C,Modelo_3,334,910
9063,137,2022-03-01,Preventivo,116,1,Ubicacion_C,2022-02-28,1,Generador,Fabricante_D,Modelo_3,258,759
9064,62,2022-03-01,Correctivo,659,24,Ubicacion_A,2022-02-28,1,Generador,Fabricante_A,Modelo_5,108,818
9065,206,2022-03-01,Preventivo,195,1,Ubicacion_B,2022-02-28,0,Bomba,Fabricante_C,Modelo_4,149,560
9066,53,2022-03-01,Preventivo,611,1,Ubicacion_D,2022-02-28,0,Generador,Fabricante_A,Modelo_2,57,596
9067,194,2022-03-01,Preventivo,325,1,Ubicacion_C,2022-02-28,0,Motor,Fabricante_A,Modelo_9,310,929
9068,22,2022-03-01,Preventivo,832,1,Ubicacion_B,2022-02-28,0,Bomba,Fabricante_D,Modelo_2,340,903
9069,407,2022-03-01,Correctivo,1780,20,Ubicacion_C,2022-02-28,1,Bomba,Fabricante_B,Modelo_8,205,723
9070,467,2022-03-01,Correctivo,3736,7,Ubicacion_C,2022-02-28,2,Compresor,Fabricante_B,Modelo_10,264,942
9071,26,2022-03-01,Preventivo,845,2,Ubicacion_B,2022-02-28,0,Compresor,Fabricante_D,Modelo_10,244,933
9072,448,2022-03-01,Preventivo,737,2,Ubicacion_A,2022-02-28,0,Compresor,Fabricante_A,Modelo_10,104,513
9073,12,2022-03-01,Preventivo,134,2,Ubicacion_B,2022-02-28,0,Compresor,Fabricante_A,Modelo_2,207,674
9074,279,2022-03-01,Correctivo,4524,17,Ubicacion_A,2022-02-28,1,Motor,Fabricante_B,Modelo_1,80,517
9075,195,2022-03-02,Correctivo,4178,3,Ubicacion_A,2022-02-28,1,Motor,Fabricante_D,Modelo_6,299,816
9076,312,2022-03-02,Preventivo,596,2,Ubicacion_B,2022-02-28,0,Compresor,Fabricante_A,Modelo_3,486,834
9077,444,2022-03-02,Preventivo,803,2,Ubicacion_B,2022-02-28,0,Motor,Fabricante_A,Modelo_6,188,735
9078,191,2022-03-02,Preventivo,316,2,Ubicacion_D,2022-02-28,0,Bomba,Fabricante_C,Modelo_6,381,508
